Time stamp,Reward,Error,Kp,Tn,Tv,setpoint,learning_rate,num_policy,num_reward,Status
794,-136.11294197142448,137.33837102990998,2.1517183780670166,2.687135934829712,0.0,40.0,0.001,1.0,0.0,ok
795,-137.33837102990998,138.42413260468737,2.1517183780670166,2.687135934829712,0.0,40.0,0.001,1.0,0.0,ok
796,-138.42413260468737,139.252988683825,2.1517183780670166,2.687135934829712,0.0,40.0,0.001,1.0,0.0,ok
797,-139.252988683825,139.8429857816971,2.1517183780670166,2.687135934829712,0.0,40.0,0.001,1.0,0.0,ok
798,-139.8429857816971,140.21099543769594,2.1517183780670166,2.687135934829712,0.0,40.0,0.001,1.0,0.0,ok
799,-140.21099543769594,140.37279003920838,2.1517183780670166,2.687135934829712,0.0,40.0,0.001,1.0,0.0,ok
800,-140.37279003920838,140.3431137569575,2.1517183780670166,2.687135934829712,0.0,40.0,0.001,1.0,0.0,ok
801,-140.3431137569575,140.1357489077297,0.1,0.0,1.8257170915603638,40.0,0.001,1.0,0.0,ok
802,-140.1357489077297,139.7635780392029,0.1,0.0,1.8257170915603638,40.0,0.001,1.0,0.0,ok
803,-139.7635780392029,139.23864201259894,0.1,0.0,1.8257170915603638,40.0,0.001,1.0,0.0,ok
804,-139.23864201259894,138.57219434110988,0.1,0.0,1.8257170915603638,40.0,0.001,1.0,0.0,ok
805,-138.57219434110988,137.7747520254241,0.1,0.0,1.8257170915603638,40.0,0.001,1.0,0.0,ok
806,-137.7747520254241,136.85614311212487,0.1,0.0,1.8257170915603638,40.0,0.001,1.0,0.0,ok
807,-136.85614311212487,135.82555118618114,0.1,0.0,1.8257170915603638,40.0,0.001,1.0,0.0,ok
808,-135.82555118618114,134.691556995138,0.1,0.0,1.8257170915603638,40.0,0.001,1.0,0.0,ok
809,-134.691556995138,133.46217738987795,0.1,0.0,1.8257170915603638,40.0,0.001,1.0,0.0,ok
810,-133.46217738987795,132.14490175490863,0.1,0.0,1.8257170915603638,40.0,0.001,1.0,0.0,ok
811,-132.14490175490863,130.74672608998577,0.1,0.0,1.8257170915603638,40.0,0.001,1.0,0.0,ok
812,-130.74672608998577,129.27418489445105,0.1,0.0,1.8257170915603638,40.0,0.001,1.0,0.0,ok
813,-129.27418489445105,127.73338099590806,0.1,0.0,1.8257170915603638,40.0,0.001,1.0,0.0,ok
814,-127.73338099590806,126.13001345573144,0.1,0.0,1.8257170915603638,40.0,0.001,1.0,0.0,ok
815,-126.13001345573144,124.46940367536547,0.1,0.0,1.8257170915603638,40.0,0.001,1.0,0.0,ok
816,-124.46940367536547,122.75651981937827,0.1,0.0,1.8257170915603638,40.0,0.001,1.0,0.0,ok
817,-122.75651981937827,120.99599966376405,0.1,0.0,1.8257170915603638,40.0,0.001,1.0,0.0,ok
818,-120.99599966376405,119.1921719709938,0.1,0.0,1.8257170915603638,40.0,0.001,1.0,0.0,ok
819,-119.1921719709938,117.34907648677162,0.1,0.0,1.8257170915603638,40.0,0.001,1.0,0.0,ok
820,-117.34907648677162,115.47048264733566,0.1,0.0,1.8257170915603638,40.0,0.001,1.0,0.0,ok
821,-115.47048264733566,113.55990708041455,0.1,0.0,1.8257170915603638,40.0,0.001,1.0,0.0,ok
822,-113.55990708041455,111.62062997759573,0.1,0.0,1.8257170915603638,40.0,0.001,1.0,0.0,ok
823,-111.62062997759573,109.65571041084898,0.1,0.0,1.8257170915603638,40.0,0.001,1.0,0.0,ok
824,-109.65571041084898,107.66800066126103,0.1,0.0,1.8257170915603638,40.0,0.001,1.0,0.0,ok
825,-107.66800066126103,105.66015962364989,0.1,0.0,1.8257170915603638,40.0,0.001,1.0,0.0,ok
826,-105.66015962364989,103.63466534662496,0.1,0.0,1.8257170915603638,40.0,0.001,1.0,0.0,ok
827,-103.63466534662496,101.59382676381918,0.1,0.0,1.8257170915603638,40.0,0.001,1.0,0.0,ok
828,-101.59382676381918,99.53979466842785,0.1,0.0,1.8257170915603638,40.0,0.001,1.0,0.0,ok
829,-99.53979466842785,97.47457197982875,0.1,0.0,1.8257170915603638,40.0,0.001,1.0,0.0,ok
830,-97.47457197982875,95.40002334791492,0.1,0.0,1.8257170915603638,40.0,0.001,1.0,0.0,ok
831,-95.40002334791492,93.31788413782937,0.1,0.0,1.8257170915603638,40.0,0.001,1.0,0.0,ok
832,-93.31788413782937,91.22976883504077,0.1,0.0,1.8257170915603638,40.0,0.001,1.0,0.0,ok
833,-91.22976883504077,89.1371789081243,0.1,0.0,1.8257170915603638,40.0,0.001,1.0,0.0,ok
834,-89.1371789081243,87.04151016420371,0.1,0.0,1.8257170915603638,40.0,0.001,1.0,0.0,ok
835,-87.04151016420371,84.94405962975802,0.1,0.0,1.8257170915603638,40.0,0.001,1.0,0.0,ok
836,-84.94405962975802,82.8460319873879,0.1,0.0,1.8257170915603638,40.0,0.001,1.0,0.0,ok
837,-82.8460319873879,80.7485455971655,0.1,0.0,1.8257170915603638,40.0,0.001,1.0,0.0,ok
838,-80.7485455971655,78.65263812934583,0.1,0.0,1.8257170915603638,40.0,0.001,1.0,0.0,ok
839,-78.65263812934583,76.55927183349293,0.1,0.0,1.8257170915603638,40.0,0.001,1.0,0.0,ok
840,-76.55927183349293,74.46933846745809,0.1,0.0,1.8257170915603638,40.0,0.001,1.0,0.0,ok
841,-74.46933846745809,72.38366390813789,0.1,0.0,1.8257170915603638,40.0,0.001,1.0,0.0,ok
842,-72.38366390813789,70.30301246452585,0.1,0.0,1.8257170915603638,40.0,0.001,1.0,0.0,ok
843,-70.30301246452585,68.22809091224953,0.1,0.0,1.8257170915603638,40.0,0.001,1.0,0.0,ok
844,-68.22809091224953,66.15955226754784,0.1,0.0,1.8257170915603638,40.0,0.001,1.0,0.0,ok
845,-66.15955226754784,64.09799931748647,0.1,0.0,1.8257170915603638,40.0,0.001,1.0,0.0,ok
846,-64.09799931748647,62.043987922125936,0.1,0.0,1.8257170915603638,40.0,0.001,1.0,0.0,ok
847,-62.043987922125936,59.99803010334469,0.1,0.0,1.8257170915603638,40.0,0.001,1.0,0.0,ok
848,-59.99803010334469,57.96059693407152,0.1,0.0,1.8257170915603638,40.0,0.001,1.0,0.0,ok
849,-57.96059693407152,55.93212124079523,0.1,0.0,1.8257170915603638,40.0,0.001,1.0,0.0,ok
850,-55.93212124079523,53.91300013139035,0.1,0.0,1.8257170915603638,40.0,0.001,1.0,0.0,ok
851,-53.91300013139035,51.90359735952107,0.1,0.0,1.8257170915603638,40.0,0.001,1.0,0.0,ok
852,-51.90359735952107,49.904245536160566,0.1,0.0,1.8257170915603638,40.0,0.001,1.0,0.0,ok
853,-49.904245536160566,47.915248198082956,0.1,0.0,1.8257170915603638,40.0,0.001,1.0,0.0,ok
854,-47.915248198082956,45.9368817425502,0.1,0.0,1.8257170915603638,40.0,0.001,1.0,0.0,ok
855,-45.9368817425502,43.96939723682177,0.1,0.0,1.8257170915603638,40.0,0.001,1.0,0.0,ok
856,-43.96939723682177,42.01302211055872,0.1,0.0,1.8257170915603638,40.0,0.001,1.0,0.0,ok
857,-42.01302211055872,40.06796173867353,0.1,0.0,1.8257170915603638,40.0,0.001,1.0,0.0,ok
858,-40.06796173867353,38.134400921690585,0.1,0.0,1.8257170915603638,40.0,0.001,1.0,0.0,ok
859,-38.134400921690585,36.21250527022641,0.1,0.0,1.8257170915603638,40.0,0.001,1.0,0.0,ok
860,-36.21250527022641,34.30242249977319,0.1,0.0,1.8257170915603638,40.0,0.001,1.0,0.0,ok
861,-34.30242249977319,32.40428364157021,0.1,0.0,1.8257170915603638,40.0,0.001,1.0,0.0,ok
862,-32.40428364157021,30.518204174975168,0.1,0.0,1.8257170915603638,40.0,0.001,1.0,0.0,ok
863,-30.518204174975168,28.64428508639847,0.1,0.0,1.8257170915603638,40.0,0.001,1.0,0.0,ok
864,-28.64428508639847,26.78261385953717,0.1,0.0,1.8257170915603638,40.0,0.001,1.0,0.0,ok
865,-26.78261385953717,24.93326540134003,0.1,0.0,1.8257170915603638,40.0,0.001,1.0,0.0,ok
866,-24.93326540134003,23.09630290784939,0.1,0.0,1.8257170915603638,40.0,0.001,1.0,0.0,ok
867,-23.09630290784939,21.271778673798483,0.1,0.0,1.8257170915603638,40.0,0.001,1.0,0.0,ok
868,-21.271778673798483,19.459734849592685,0.1,0.0,1.8257170915603638,40.0,0.001,1.0,0.0,ok
869,-19.459734849592685,17.660204149069283,0.1,0.0,1.8257170915603638,40.0,0.001,1.0,0.0,ok
870,-17.660204149069283,15.873210511211731,0.1,0.0,1.8257170915603638,40.0,0.001,1.0,0.0,ok
871,-15.873210511211731,14.098769718789402,0.1,0.0,1.8257170915603638,40.0,0.001,1.0,0.0,ok
872,-14.098769718789402,12.336889976702434,0.1,0.0,1.8257170915603638,40.0,0.001,1.0,0.0,ok
873,-12.336889976702434,10.587572452632166,0.1,0.0,1.8257170915603638,40.0,0.001,1.0,0.0,ok
874,-10.587572452632166,8.850811782429876,0.1,0.0,1.8257170915603638,40.0,0.001,1.0,0.0,ok
875,-8.850811782429876,7.126596542519877,0.1,0.0,1.8257170915603638,40.0,0.001,1.0,0.0,ok
876,-7.126596542519877,5.414909691446056,0.1,0.0,1.8257170915603638,40.0,0.001,1.0,0.0,ok
877,-5.414909691446056,3.7157289825541397,0.1,0.0,1.8257170915603638,40.0,0.001,1.0,0.0,ok
878,-3.7157289825541397,2.0290273496729796,0.1,0.0,1.8257170915603638,40.0,0.001,1.0,0.0,ok
879,-2.0290273496729796,0.3547732675384552,0.1,0.0,1.8257170915603638,40.0,0.001,1.0,0.0,ok
880,-0.3547732675384552,-1.3070689114089618,0.1,0.0,1.8257170915603638,40.0,0.001,1.0,0.0,ok
881,-1.3070689114089618,-2.956538642327118,0.1,0.0,1.8257170915603638,40.0,0.001,1.0,0.0,ok
882,-2.956538642327118,-4.593678893947946,0.1,0.0,1.8257170915603638,40.0,0.001,1.0,0.0,ok
883,-4.593678893947946,-6.218535873890723,0.1,0.0,1.8257170915603638,40.0,0.001,1.0,0.0,ok
884,-6.218535873890723,-7.831158772063326,0.1,0.0,1.8257170915603638,40.0,0.001,1.0,0.0,ok
885,-7.831158772063326,-9.431599520982601,0.1,0.0,1.8257170915603638,40.0,0.001,1.0,0.0,ok
886,-9.431599520982601,-11.019912571920408,0.1,0.0,1.8257170915603638,40.0,0.001,1.0,0.0,ok
887,-11.019912571920408,-12.596154685852348,0.1,0.0,1.8257170915603638,40.0,0.001,1.0,0.0,ok
888,-12.596154685852348,-14.16038473825214,0.1,0.0,1.8257170915603638,40.0,0.001,1.0,0.0,ok
889,-14.16038473825214,-15.712663536836295,0.1,0.0,1.8257170915603638,40.0,0.001,1.0,0.0,ok
890,-15.712663536836295,-17.253053651421382,0.1,0.0,1.8257170915603638,40.0,0.001,1.0,0.0,ok
891,-17.253053651421382,-18.78161925511062,0.1,0.0,1.8257170915603638,40.0,0.001,1.0,0.0,ok
892,-18.78161925511062,-20.29842597607621,0.1,0.0,1.8257170915603638,40.0,0.001,1.0,0.0,ok
893,-20.29842597607621,-21.803540759252257,0.1,0.0,1.8257170915603638,40.0,0.001,1.0,0.0,ok
894,-21.803540759252257,-23.297031737296088,0.1,0.0,1.8257170915603638,40.0,0.001,1.0,0.0,ok
895,-23.297031737296088,-24.77896811021813,0.1,0.0,1.8257170915603638,40.0,0.001,1.0,0.0,ok
896,-24.77896811021813,-26.249420033118767,0.1,0.0,1.8257170915603638,40.0,0.001,1.0,0.0,ok
897,-26.249420033118767,-27.708458511506905,0.1,0.0,1.8257170915603638,40.0,0.001,1.0,0.0,ok
898,-27.708458511506905,-29.1561553037088,0.1,0.0,1.8257170915603638,40.0,0.001,1.0,0.0,ok
899,-29.1561553037088,-30.592582829907343,0.1,0.0,1.8257170915603638,40.0,0.001,1.0,0.0,ok
900,-30.592582829907343,-32.01781408738215,0.1,0.0,1.8257170915603638,40.0,0.001,1.0,0.0,ok
901,-32.01781408738215,-33.43192257154743,2.8720343112945557,3.209031820297241,0.0,40.0,0.001,1.0,0.0,ok
902,-33.43192257154743,-34.83498220241208,2.8720343112945557,3.209031820297241,0.0,40.0,0.001,1.0,0.0,ok
903,-34.83498220241208,-36.227067256109265,2.8720343112945557,3.209031820297241,0.0,40.0,0.001,1.0,0.0,ok
904,-36.227067256109265,-37.60825230116633,2.8720343112945557,3.209031820297241,0.0,40.0,0.001,1.0,0.0,ok
905,-37.60825230116633,-38.97861213920703,2.8720343112945557,3.209031820297241,0.0,40.0,0.001,1.0,0.0,ok
906,-38.97861213920703,-40.33822174979775,2.8720343112945557,3.209031820297241,0.0,40.0,0.001,1.0,0.0,ok
907,-40.33822174979775,-41.68715623916793,2.8720343112945557,3.209031820297241,0.0,40.0,0.001,1.0,0.0,ok
908,-41.68715623916793,-43.02549079255269,2.8720343112945557,3.209031820297241,0.0,40.0,0.001,1.0,0.0,ok
909,-43.02549079255269,-44.35330062992141,2.8720343112945557,3.209031820297241,0.0,40.0,0.001,1.0,0.0,ok
910,-44.35330062992141,-45.6706609648718,2.8720343112945557,3.209031820297241,0.0,40.0,0.001,1.0,0.0,ok
911,-45.6706609648718,-46.97764696648275,2.8720343112945557,3.209031820297241,0.0,40.0,0.001,1.0,0.0,ok
912,-46.97764696648275,-48.27433372393298,2.8720343112945557,3.209031820297241,0.0,40.0,0.001,1.0,0.0,ok
913,-48.27433372393298,-49.56079621370456,2.8720343112945557,3.209031820297241,0.0,40.0,0.001,1.0,0.0,ok
914,-49.56079621370456,-50.8371092692024,2.8720343112945557,3.209031820297241,0.0,40.0,0.001,1.0,0.0,ok
915,-50.8371092692024,-52.10334755263166,2.8720343112945557,3.209031820297241,0.0,40.0,0.001,1.0,0.0,ok
916,-52.10334755263166,-53.35958552898505,2.8720343112945557,3.209031820297241,0.0,40.0,0.001,1.0,0.0,ok
917,-53.35958552898505,-54.60589744200179,2.8720343112945557,3.209031820297241,0.0,40.0,0.001,1.0,0.0,ok
918,-54.60589744200179,-55.84235729196864,2.8720343112945557,3.209031820297241,0.0,40.0,0.001,1.0,0.0,ok
919,-55.84235729196864,-57.06903881524197,2.8720343112945557,3.209031820297241,0.0,40.0,0.001,1.0,0.0,ok
920,-57.06903881524197,-58.2860154653779,2.8720343112945557,3.209031820297241,0.0,40.0,0.001,1.0,0.0,ok
921,-58.2860154653779,-59.49336039576421,2.8720343112945557,3.209031820297241,0.0,40.0,0.001,1.0,0.0,ok
922,-59.49336039576421,-60.69114644365513,2.8720343112945557,3.209031820297241,0.0,40.0,0.001,1.0,0.0,ok
923,-60.69114644365513,-61.87944611551637,2.8720343112945557,3.209031820297241,0.0,40.0,0.001,1.0,0.0,ok
924,-61.87944611551637,-63.05833157359366,2.8720343112945557,3.209031820297241,0.0,40.0,0.001,1.0,0.0,ok
925,-63.05833157359366,-64.22787462362362,2.8720343112945557,3.209031820297241,0.0,40.0,0.001,1.0,0.0,ok
926,-64.22787462362362,-65.38814670361127,2.8720343112945557,3.209031820297241,0.0,40.0,0.001,1.0,0.0,ok
927,-65.38814670361127,-66.53921887360345,2.8720343112945557,3.209031820297241,0.0,40.0,0.001,1.0,0.0,ok
928,-66.53921887360345,-67.68116180639096,2.8720343112945557,3.209031820297241,0.0,40.0,0.001,1.0,0.0,ok
929,-67.68116180639096,-68.81404577907861,2.8720343112945557,3.209031820297241,0.0,40.0,0.001,1.0,0.0,ok
930,-68.81404577907861,-69.93794066546418,2.8720343112945557,3.209031820297241,0.0,40.0,0.001,1.0,0.0,ok
931,-69.93794066546418,-71.05291592917246,2.8720343112945557,3.209031820297241,0.0,40.0,0.001,1.0,0.0,ok
932,-71.05291592917246,-72.15904061749337,2.8720343112945557,3.209031820297241,0.0,40.0,0.001,1.0,0.0,ok
933,-72.15904061749337,-73.25638335587696,2.8720343112945557,3.209031820297241,0.0,40.0,0.001,1.0,0.0,ok
934,-73.25638335587696,-74.34501234304064,2.8720343112945557,3.209031820297241,0.0,40.0,0.001,1.0,0.0,ok
935,-74.34501234304064,-75.42499534664735,2.8720343112945557,3.209031820297241,0.0,40.0,0.001,1.0,0.0,ok
936,-75.42499534664735,-76.4963996995157,2.8720343112945557,3.209031820297241,0.0,40.0,0.001,1.0,0.0,ok
937,-76.4963996995157,-77.55929229632571,2.8720343112945557,3.209031820297241,0.0,40.0,0.001,1.0,0.0,ok
938,-77.55929229632571,-78.61373959078637,2.8720343112945557,3.209031820297241,0.0,40.0,0.001,1.0,0.0,ok
939,-78.61373959078637,-79.65980759323318,2.8720343112945557,3.209031820297241,0.0,40.0,0.001,1.0,0.0,ok
940,-79.65980759323318,-80.69756186862614,2.8720343112945557,3.209031820297241,0.0,40.0,0.001,1.0,0.0,ok
941,-80.69756186862614,-81.72706753491993,2.8720343112945557,3.209031820297241,0.0,40.0,0.001,1.0,0.0,ok
942,-81.72706753491993,-82.7483892617811,2.8720343112945557,3.209031820297241,0.0,40.0,0.001,1.0,0.0,ok
943,-82.7483892617811,-83.76159126962749,2.8720343112945557,3.209031820297241,0.0,40.0,0.001,1.0,0.0,ok
944,-83.76159126962749,-84.76673732896708,2.8720343112945557,3.209031820297241,0.0,40.0,0.001,1.0,0.0,ok
945,-84.76673732896708,-85.7638907600156,2.8720343112945557,3.209031820297241,0.0,40.0,0.001,1.0,0.0,ok
946,-85.7638907600156,-86.75311443257257,2.8720343112945557,3.209031820297241,0.0,40.0,0.001,1.0,0.0,ok
947,-86.75311443257257,-87.73447076613753,2.8720343112945557,3.209031820297241,0.0,40.0,0.001,1.0,0.0,ok
948,-87.73447076613753,-88.70802173024916,2.8720343112945557,3.209031820297241,0.0,40.0,0.001,1.0,0.0,ok
949,-88.70802173024916,-89.67382884503039,2.8720343112945557,3.209031820297241,0.0,40.0,0.001,1.0,0.0,ok
950,-89.67382884503039,-90.63195318192584,2.8720343112945557,3.209031820297241,0.0,40.0,0.001,1.0,0.0,ok
951,-90.63195318192584,-91.58245536461612,2.8720343112945557,3.209031820297241,0.0,40.0,0.001,1.0,0.0,ok
952,-91.58245536461612,-92.52539557009604,2.8720343112945557,3.209031820297241,0.0,40.0,0.001,1.0,0.0,ok
953,-92.52539557009604,-93.46083352990473,2.8720343112945557,3.209031820297241,0.0,40.0,0.001,1.0,0.0,ok
954,-93.46083352990473,-94.38882853149602,2.8720343112945557,3.209031820297241,0.0,40.0,0.001,1.0,0.0,ok
955,-94.38882853149602,-95.30943941973814,2.8720343112945557,3.209031820297241,0.0,40.0,0.001,1.0,0.0,ok
956,-95.30943941973814,-96.22272459853295,2.8720343112945557,3.209031820297241,0.0,40.0,0.001,1.0,0.0,ok
957,-96.22272459853295,-97.12874203254475,2.8720343112945557,3.209031820297241,0.0,40.0,0.001,1.0,0.0,ok
958,-97.12874203254475,-98.02754924903024,2.8720343112945557,3.209031820297241,0.0,40.0,0.001,1.0,0.0,ok
959,-98.02754924903024,-98.91920333976205,2.8720343112945557,3.209031820297241,0.0,40.0,0.001,1.0,0.0,ok
960,-98.91920333976205,-99.80376096303658,2.8720343112945557,3.209031820297241,0.0,40.0,0.001,1.0,0.0,ok
961,-99.80376096303658,-100.68127834576063,2.8720343112945557,3.209031820297241,0.0,40.0,0.001,1.0,0.0,ok
962,-100.68127834576063,-101.551811285609,2.8720343112945557,3.209031820297241,0.0,40.0,0.001,1.0,0.0,ok
963,-101.551811285609,-102.4154151532478,2.8720343112945557,3.209031820297241,0.0,40.0,0.001,1.0,0.0,ok
964,-102.4154151532478,-103.27214489461639,2.8720343112945557,3.209031820297241,0.0,40.0,0.001,1.0,0.0,ok
965,-103.27214489461639,-104.12205503326362,2.8720343112945557,3.209031820297241,0.0,40.0,0.001,1.0,0.0,ok
966,-104.12205503326362,-104.96519967273304,2.8720343112945557,3.209031820297241,0.0,40.0,0.001,1.0,0.0,ok
967,-104.96519967273304,-105.80163249899184,2.8720343112945557,3.209031820297241,0.0,40.0,0.001,1.0,0.0,ok
968,-105.80163249899184,-106.63140678289983,2.8720343112945557,3.209031820297241,0.0,40.0,0.001,1.0,0.0,ok
969,-106.63140678289983,-107.45457538271361,2.8720343112945557,3.209031820297241,0.0,40.0,0.001,1.0,0.0,ok
970,-107.45457538271361,-108.2711907466227,2.8720343112945557,3.209031820297241,0.0,40.0,0.001,1.0,0.0,ok
971,-108.2711907466227,-109.08130491531364,2.8720343112945557,3.209031820297241,0.0,40.0,0.001,1.0,0.0,ok
972,-109.08130491531364,-109.88496952455918,2.8720343112945557,3.209031820297241,0.0,40.0,0.001,1.0,0.0,ok
973,-109.88496952455918,-110.68223580782848,2.8720343112945557,3.209031820297241,0.0,40.0,0.001,1.0,0.0,ok
974,-110.68223580782848,-111.47315459891726,2.8720343112945557,3.209031820297241,0.0,40.0,0.001,1.0,0.0,ok
975,-111.47315459891726,-112.25777633459268,2.8720343112945557,3.209031820297241,0.0,40.0,0.001,1.0,0.0,ok
976,-112.25777633459268,-113.03615105725268,2.8720343112945557,3.209031820297241,0.0,40.0,0.001,1.0,0.0,ok
977,-113.03615105725268,-113.80832841759639,2.8720343112945557,3.209031820297241,0.0,40.0,0.001,1.0,0.0,ok
978,-113.80832841759639,-114.57435767730328,2.8720343112945557,3.209031820297241,0.0,40.0,0.001,1.0,0.0,ok
979,-114.57435767730328,-115.20691780383063,2.8720343112945557,3.209031820297241,0.0,40.0,0.001,1.0,0.0,ok
980,-115.20691780383063,-115.59103973919437,2.8720343112945557,3.209031820297241,0.0,40.0,0.001,1.0,0.0,ok
981,-115.59103973919437,-115.74438945495845,2.8720343112945557,3.209031820297241,0.0,40.0,0.001,1.0,0.0,ok
982,-115.74438945495845,-115.68348115865308,2.8720343112945557,3.209031820297241,0.0,40.0,0.001,1.0,0.0,ok
983,-115.68348115865308,-115.42375163125368,2.8720343112945557,3.209031820297241,0.0,40.0,0.001,1.0,0.0,ok
984,-115.42375163125368,-114.97962977268378,2.8720343112945557,3.209031820297241,0.0,40.0,0.001,1.0,0.0,ok
985,-114.97962977268378,-114.36460166419715,2.8720343112945557,3.209031820297241,0.0,40.0,0.001,1.0,0.0,ok
986,-114.36460166419715,-113.59127143658847,2.8720343112945557,3.209031820297241,0.0,40.0,0.001,1.0,0.0,ok
987,-113.59127143658847,-112.67141821455829,2.8720343112945557,3.209031820297241,0.0,40.0,0.001,1.0,0.0,ok
988,-112.67141821455829,-111.61604939013534,2.8720343112945557,3.209031820297241,0.0,40.0,0.001,1.0,0.0,ok
989,-111.61604939013534,-110.43545046176018,2.8720343112945557,3.209031820297241,0.0,40.0,0.001,1.0,0.0,ok
990,-110.43545046176018,-109.13923166038234,2.8720343112945557,3.209031820297241,0.0,40.0,0.001,1.0,0.0,ok
991,-109.13923166038234,-107.73637156965961,2.8720343112945557,3.209031820297241,0.0,40.0,0.001,1.0,0.0,ok
992,-107.73637156965961,-106.23525793399884,2.8720343112945557,3.209031820297241,0.0,40.0,0.001,1.0,0.0,ok
993,-106.23525793399884,-104.64372583569164,2.8720343112945557,3.209031820297241,0.0,40.0,0.001,1.0,0.0,ok
994,-104.64372583569164,-102.96909341071625,2.8720343112945557,3.209031820297241,0.0,40.0,0.001,1.0,0.0,ok
995,-102.96909341071625,-101.21819526184751,2.8720343112945557,3.209031820297241,0.0,40.0,0.001,1.0,0.0,ok
996,-101.21819526184751,-99.39741371749244,2.8720343112945557,3.209031820297241,0.0,40.0,0.001,1.0,0.0,ok
997,-99.39741371749244,-97.51270807510343,2.8720343112945557,3.209031820297241,0.0,40.0,0.001,1.0,0.0,ok
998,-97.51270807510343,-95.56964195907045,2.8720343112945557,3.209031820297241,0.0,40.0,0.001,1.0,0.0,ok
999,-95.56964195907045,-93.57340891462368,2.8720343112945557,3.209031820297241,0.0,40.0,0.001,1.0,0.0,ok
1000,-93.57340891462368,-91.52885635144267,2.8720343112945557,3.209031820297241,0.0,40.0,0.001,1.0,0.0,ok
1001,-91.52885635144267,-89.44050794334143,0.7227900624275208,0.5339170098304749,0.0,40.0,0.001,1.0,0.0,ok
1002,-89.44050794334143,-87.31258458354401,0.7227900624275208,0.5339170098304749,0.0,40.0,0.001,1.0,0.0,ok
1003,-87.31258458354401,-85.14902398864855,0.7227900624275208,0.5339170098304749,0.0,40.0,0.001,1.0,0.0,ok
1004,-85.14902398864855,-82.95349903838127,0.7227900624275208,0.5339170098304749,0.0,40.0,0.001,1.0,0.0,ok
1005,-82.95349903838127,-80.72943493262402,0.7227900624275208,0.5339170098304749,0.0,40.0,0.001,1.0,0.0,ok
1006,-80.72943493262402,-78.4800252419503,0.7227900624275208,0.5339170098304749,0.0,40.0,0.001,1.0,0.0,ok
1007,-78.4800252419503,-76.2082469229899,0.7227900624275208,0.5339170098304749,0.0,40.0,0.001,1.0,0.0,ok
1008,-76.2082469229899,-73.9168743653453,0.7227900624275208,0.5339170098304749,0.0,40.0,0.001,1.0,0.0,ok
1009,-73.9168743653453,-71.60849253248342,0.7227900624275208,0.5339170098304749,0.0,40.0,0.001,1.0,0.0,ok
1010,-71.60849253248342,-69.28550925500251,0.7227900624275208,0.5339170098304749,0.0,40.0,0.001,1.0,0.0,ok
1011,-69.28550925500251,-66.9501667309099,0.7227900624275208,0.5339170098304749,0.0,40.0,0.001,1.0,0.0,ok
1012,-66.9501667309099,-64.60455228402498,0.7227900624275208,0.5339170098304749,0.0,40.0,0.001,1.0,0.0,ok
1013,-64.60455228402498,-62.25060842832781,0.7227900624275208,0.5339170098304749,0.0,40.0,0.001,1.0,0.0,ok
1014,-62.25060842832781,-59.89014228299094,0.7227900624275208,0.5339170098304749,0.0,40.0,0.001,1.0,0.0,ok
1015,-59.89014228299094,-57.524834379949226,0.7227900624275208,0.5339170098304749,0.0,40.0,0.001,1.0,0.0,ok
1016,-57.524834379949226,-55.15624690316402,0.7227900624275208,0.5339170098304749,0.0,40.0,0.001,1.0,0.0,ok
1017,-55.15624690316402,-52.785831396215684,0.7227900624275208,0.5339170098304749,0.0,40.0,0.001,1.0,0.0,ok
1018,-52.785831396215684,-50.414935972495414,0.7227900624275208,0.5339170098304749,0.0,40.0,0.001,1.0,0.0,ok
1019,-50.414935972495414,-48.04481206006044,0.7227900624275208,0.5339170098304749,0.0,40.0,0.001,1.0,0.0,ok
1020,-48.04481206006044,-45.67662071114847,0.7227900624275208,0.5339170098304749,0.0,40.0,0.001,1.0,0.0,ok
1021,-45.67662071114847,-43.311438504415065,0.7227900624275208,0.5339170098304749,0.0,40.0,0.001,1.0,0.0,ok
1022,-43.311438504415065,-40.95026306614797,0.7227900624275208,0.5339170098304749,0.0,40.0,0.001,1.0,0.0,ok
1023,-40.95026306614797,-38.594018235021295,0.7227900624275208,0.5339170098304749,0.0,40.0,0.001,1.0,0.0,ok
1024,-38.594018235021295,-36.24355889336809,0.7227900624275208,0.5339170098304749,0.0,40.0,0.001,1.0,0.0,ok
1025,-36.24355889336809,-33.89967548646962,0.7227900624275208,0.5339170098304749,0.0,40.0,0.001,1.0,0.0,ok
1026,-33.89967548646962,-31.563098249974217,0.7227900624275208,0.5339170098304749,0.0,40.0,0.001,1.0,0.0,ok
1027,-31.563098249974217,-29.234501164261403,0.7227900624275208,0.5339170098304749,0.0,40.0,0.001,1.0,0.0,ok
1028,-29.234501164261403,-26.91450565335485,0.7227900624275208,0.5339170098304749,0.0,40.0,0.001,1.0,0.0,ok
1029,-26.91450565335485,-24.603684044852997,0.7227900624275208,0.5339170098304749,0.0,40.0,0.001,1.0,0.0,ok
1030,-24.603684044852997,-22.302562806284904,0.7227900624275208,0.5339170098304749,0.0,40.0,0.001,1.0,0.0,ok
1031,-22.302562806284904,-20.011625572305142,0.7227900624275208,0.5339170098304749,0.0,40.0,0.001,1.0,0.0,ok
1032,-20.011625572305142,-17.731315976213324,0.7227900624275208,0.5339170098304749,0.0,40.0,0.001,1.0,0.0,ok
