Time stamp,Reward,Error,Kp,Tn,Tv,setpoint,learning_rate,num_policy,num_reward,Status
9856,-289.9999997120839,289.99999971437677,0.1,0.0,0.3437996804714203,40.0,0.001,1.0,0.0,ok
9857,-289.99999971437677,289.9999997166514,0.1,0.0,0.3437996804714203,40.0,0.001,1.0,0.0,ok
9858,-289.9999997166514,289.99999971890793,0.1,0.0,0.3437996804714203,40.0,0.001,1.0,0.0,ok
9859,-289.99999971890793,289.99999972114654,0.1,0.0,0.3437996804714203,40.0,0.001,1.0,0.0,ok
9860,-289.99999972114654,289.99999972336724,0.1,0.0,0.3437996804714203,40.0,0.001,1.0,0.0,ok
9861,-289.99999972336724,289.99999972557026,0.1,0.0,0.3437996804714203,40.0,0.001,1.0,0.0,ok
9862,-289.99999972557026,289.9999997277557,0.1,0.0,0.3437996804714203,40.0,0.001,1.0,0.0,ok
9863,-289.9999997277557,289.99999972992384,0.1,0.0,0.3437996804714203,40.0,0.001,1.0,0.0,ok
9864,-289.99999972992384,289.9999997320747,0.1,0.0,0.3437996804714203,40.0,0.001,1.0,0.0,ok
9865,-289.9999997320747,289.99999973420825,0.1,0.0,0.3437996804714203,40.0,0.001,1.0,0.0,ok
9866,-289.99999973420825,289.999999736325,0.1,0.0,0.3437996804714203,40.0,0.001,1.0,0.0,ok
9867,-289.999999736325,289.9999997384248,0.1,0.0,0.3437996804714203,40.0,0.001,1.0,0.0,ok
9868,-289.9999997384248,289.999999740508,0.1,0.0,0.3437996804714203,40.0,0.001,1.0,0.0,ok
9869,-289.999999740508,289.99999974257446,0.1,0.0,0.3437996804714203,40.0,0.001,1.0,0.0,ok
9870,-289.99999974257446,289.9999997446245,0.1,0.0,0.3437996804714203,40.0,0.001,1.0,0.0,ok
9871,-289.9999997446245,289.9999997466583,0.1,0.0,0.3437996804714203,40.0,0.001,1.0,0.0,ok
9872,-289.9999997466583,289.99999974867586,0.1,0.0,0.3437996804714203,40.0,0.001,1.0,0.0,ok
9873,-289.99999974867586,289.9999997506774,0.1,0.0,0.3437996804714203,40.0,0.001,1.0,0.0,ok
9874,-289.9999997506774,289.9999997526629,0.1,0.0,0.3437996804714203,40.0,0.001,1.0,0.0,ok
9875,-289.9999997526629,289.99999975463265,0.1,0.0,0.3437996804714203,40.0,0.001,1.0,0.0,ok
9876,-289.99999975463265,289.9999997565867,0.1,0.0,0.3437996804714203,40.0,0.001,1.0,0.0,ok
9877,-289.9999997565867,289.9999997585252,0.1,0.0,0.3437996804714203,40.0,0.001,1.0,0.0,ok
9878,-289.9999997585252,289.99999976044825,0.1,0.0,0.3437996804714203,40.0,0.001,1.0,0.0,ok
9879,-289.99999976044825,289.99999976235597,0.1,0.0,0.3437996804714203,40.0,0.001,1.0,0.0,ok
9880,-289.99999976235597,289.9999997642485,0.1,0.0,0.3437996804714203,40.0,0.001,1.0,0.0,ok
9881,-289.9999997642485,289.99999976612594,0.1,0.0,0.3437996804714203,40.0,0.001,1.0,0.0,ok
9882,-289.99999976612594,289.99999976798847,0.1,0.0,0.3437996804714203,40.0,0.001,1.0,0.0,ok
9883,-289.99999976798847,289.9999997698361,0.1,0.0,0.3437996804714203,40.0,0.001,1.0,0.0,ok
9884,-289.9999997698361,289.99999977166914,0.1,0.0,0.3437996804714203,40.0,0.001,1.0,0.0,ok
9885,-289.99999977166914,289.9999997734875,0.1,0.0,0.3437996804714203,40.0,0.001,1.0,0.0,ok
9886,-289.9999997734875,289.9999997752914,0.1,0.0,0.3437996804714203,40.0,0.001,1.0,0.0,ok
9887,-289.9999997752914,289.999999777081,0.1,0.0,0.3437996804714203,40.0,0.001,1.0,0.0,ok
9888,-289.999999777081,289.9999997788562,0.1,0.0,0.3437996804714203,40.0,0.001,1.0,0.0,ok
9889,-289.9999997788562,289.9999997806174,0.1,0.0,0.3437996804714203,40.0,0.001,1.0,0.0,ok
9890,-289.9999997806174,289.99999978236445,0.1,0.0,0.3437996804714203,40.0,0.001,1.0,0.0,ok
9891,-289.99999978236445,289.99999978409767,0.1,0.0,0.3437996804714203,40.0,0.001,1.0,0.0,ok
9892,-289.99999978409767,289.99999978581707,0.1,0.0,0.3437996804714203,40.0,0.001,1.0,0.0,ok
9893,-289.99999978581707,289.9999997875228,0.1,0.0,0.3437996804714203,40.0,0.001,1.0,0.0,ok
9894,-289.9999997875228,289.99999978921494,0.1,0.0,0.3437996804714203,40.0,0.001,1.0,0.0,ok
9895,-289.99999978921494,289.9999997908936,0.1,0.0,0.3437996804714203,40.0,0.001,1.0,0.0,ok
9896,-289.9999997908936,289.99999979255887,0.1,0.0,0.3437996804714203,40.0,0.001,1.0,0.0,ok
9897,-289.99999979255887,289.9999997942109,0.1,0.0,0.3437996804714203,40.0,0.001,1.0,0.0,ok
9898,-289.9999997942109,289.9999997958497,0.1,0.0,0.3437996804714203,40.0,0.001,1.0,0.0,ok
9899,-289.9999997958497,289.99999979747554,0.1,0.0,0.3437996804714203,40.0,0.001,1.0,0.0,ok
9900,-289.99999979747554,289.9999997990884,0.1,0.0,0.3437996804714203,40.0,0.001,1.0,0.0,ok
9901,-289.9999997990884,289.9999998006884,0.1,0.0,0.32579123973846436,40.0,0.001,1.0,0.0,ok
9902,-289.9999998006884,289.9999998022756,0.1,0.0,0.32579123973846436,40.0,0.001,1.0,0.0,ok
9903,-289.9999998022756,289.9999998038503,0.1,0.0,0.32579123973846436,40.0,0.001,1.0,0.0,ok
9904,-289.9999998038503,289.9999998054124,0.1,0.0,0.32579123973846436,40.0,0.001,1.0,0.0,ok
9905,-289.9999998054124,289.999999806962,0.1,0.0,0.32579123973846436,40.0,0.001,1.0,0.0,ok
9906,-289.999999806962,289.99999980849935,0.1,0.0,0.32579123973846436,40.0,0.001,1.0,0.0,ok
9907,-289.99999980849935,289.9999998100244,0.1,0.0,0.32579123973846436,40.0,0.001,1.0,0.0,ok
9908,-289.9999998100244,289.99999981153735,0.1,0.0,0.32579123973846436,40.0,0.001,1.0,0.0,ok
9909,-289.99999981153735,289.99999981303824,0.1,0.0,0.32579123973846436,40.0,0.001,1.0,0.0,ok
9910,-289.99999981303824,289.9999998145272,0.1,0.0,0.32579123973846436,40.0,0.001,1.0,0.0,ok
9911,-289.9999998145272,289.9999998160042,0.1,0.0,0.32579123973846436,40.0,0.001,1.0,0.0,ok
9912,-289.9999998160042,289.9999998174695,0.1,0.0,0.32579123973846436,40.0,0.001,1.0,0.0,ok
9913,-289.9999998174695,289.99999981892324,0.1,0.0,0.32579123973846436,40.0,0.001,1.0,0.0,ok
9914,-289.99999981892324,289.99999982036513,0.1,0.0,0.32579123973846436,40.0,0.001,1.0,0.0,ok
9915,-289.99999982036513,289.99999982179565,0.1,0.0,0.32579123973846436,40.0,0.001,1.0,0.0,ok
9916,-289.99999982179565,289.9999998232147,0.1,0.0,0.32579123973846436,40.0,0.001,1.0,0.0,ok
9917,-289.9999998232147,289.9999998246225,0.1,0.0,0.32579123973846436,40.0,0.001,1.0,0.0,ok
9918,-289.9999998246225,289.9999998260191,0.1,0.0,0.32579123973846436,40.0,0.001,1.0,0.0,ok
9919,-289.9999998260191,289.99999982740474,0.1,0.0,0.32579123973846436,40.0,0.001,1.0,0.0,ok
9920,-289.99999982740474,289.9999998287792,0.1,0.0,0.32579123973846436,40.0,0.001,1.0,0.0,ok
9921,-289.9999998287792,289.99999983014277,0.1,0.0,0.32579123973846436,40.0,0.001,1.0,0.0,ok
9922,-289.99999983014277,289.9999998314955,0.1,0.0,0.32579123973846436,40.0,0.001,1.0,0.0,ok
9923,-289.9999998314955,289.9999998328374,0.1,0.0,0.32579123973846436,40.0,0.001,1.0,0.0,ok
9924,-289.9999998328374,289.99999983416865,0.1,0.0,0.32579123973846436,40.0,0.001,1.0,0.0,ok
9925,-289.99999983416865,289.99999983548923,0.1,0.0,0.32579123973846436,40.0,0.001,1.0,0.0,ok
9926,-289.99999983548923,289.99999983679936,0.1,0.0,0.32579123973846436,40.0,0.001,1.0,0.0,ok
9927,-289.99999983679936,289.9999998380991,0.1,0.0,0.32579123973846436,40.0,0.001,1.0,0.0,ok
9928,-289.9999998380991,289.9999998393884,0.1,0.0,0.32579123973846436,40.0,0.001,1.0,0.0,ok
9929,-289.9999998393884,289.9999998406675,0.1,0.0,0.32579123973846436,40.0,0.001,1.0,0.0,ok
9930,-289.9999998406675,289.9999998419364,0.1,0.0,0.32579123973846436,40.0,0.001,1.0,0.0,ok
9931,-289.9999998419364,289.99999984319516,0.1,0.0,0.32579123973846436,40.0,0.001,1.0,0.0,ok
9932,-289.99999984319516,289.9999998444439,0.1,0.0,0.32579123973846436,40.0,0.001,1.0,0.0,ok
9933,-289.9999998444439,289.99999984568274,0.1,0.0,0.32579123973846436,40.0,0.001,1.0,0.0,ok
9934,-289.99999984568274,289.9999998469117,0.1,0.0,0.32579123973846436,40.0,0.001,1.0,0.0,ok
9935,-289.9999998469117,289.99999984813087,0.1,0.0,0.32579123973846436,40.0,0.001,1.0,0.0,ok
9936,-289.99999984813087,289.99999984934027,0.1,0.0,0.32579123973846436,40.0,0.001,1.0,0.0,ok
9937,-289.99999984934027,289.9999998505401,0.1,0.0,0.32579123973846436,40.0,0.001,1.0,0.0,ok
9938,-289.9999998505401,289.9999998517304,0.1,0.0,0.32579123973846436,40.0,0.001,1.0,0.0,ok
9939,-289.9999998517304,289.9999998529112,0.1,0.0,0.32579123973846436,40.0,0.001,1.0,0.0,ok
9940,-289.9999998529112,289.99999985408255,0.1,0.0,0.32579123973846436,40.0,0.001,1.0,0.0,ok
9941,-289.99999985408255,289.9999998552446,0.1,0.0,0.32579123973846436,40.0,0.001,1.0,0.0,ok
9942,-289.9999998552446,289.9999998563974,0.1,0.0,0.32579123973846436,40.0,0.001,1.0,0.0,ok
9943,-289.9999998563974,289.99999985754096,0.1,0.0,0.32579123973846436,40.0,0.001,1.0,0.0,ok
9944,-289.99999985754096,289.99999985867544,0.1,0.0,0.32579123973846436,40.0,0.001,1.0,0.0,ok
9945,-289.99999985867544,289.99999985980094,0.1,0.0,0.32579123973846436,40.0,0.001,1.0,0.0,ok
9946,-289.99999985980094,289.99999986091746,0.1,0.0,0.32579123973846436,40.0,0.001,1.0,0.0,ok
9947,-289.99999986091746,289.9999998620251,0.1,0.0,0.32579123973846436,40.0,0.001,1.0,0.0,ok
9948,-289.9999998620251,289.9999998631239,0.1,0.0,0.32579123973846436,40.0,0.001,1.0,0.0,ok
9949,-289.9999998631239,289.9999998642139,0.1,0.0,0.32579123973846436,40.0,0.001,1.0,0.0,ok
9950,-289.9999998642139,289.9999998652953,0.1,0.0,0.32579123973846436,40.0,0.001,1.0,0.0,ok
9951,-289.9999998652953,289.99999986636806,0.1,0.0,0.32579123973846436,40.0,0.001,1.0,0.0,ok
9952,-289.99999986636806,289.99999986743234,0.1,0.0,0.32579123973846436,40.0,0.001,1.0,0.0,ok
9953,-289.99999986743234,289.9999998684881,0.1,0.0,0.32579123973846436,40.0,0.001,1.0,0.0,ok
9954,-289.9999998684881,289.9999998695354,0.1,0.0,0.32579123973846436,40.0,0.001,1.0,0.0,ok
9955,-289.9999998695354,289.99999987057436,0.1,0.0,0.32579123973846436,40.0,0.001,1.0,0.0,ok
9956,-289.99999987057436,289.9999998716051,0.1,0.0,0.32579123973846436,40.0,0.001,1.0,0.0,ok
9957,-289.9999998716051,289.9999998726276,0.1,0.0,0.32579123973846436,40.0,0.001,1.0,0.0,ok
9958,-289.9999998726276,289.99999987364197,0.1,0.0,0.32579123973846436,40.0,0.001,1.0,0.0,ok
9959,-289.99999987364197,289.99999987464827,0.1,0.0,0.32579123973846436,40.0,0.001,1.0,0.0,ok
9960,-289.99999987464827,289.99999987564655,0.1,0.0,0.32579123973846436,40.0,0.001,1.0,0.0,ok
9961,-289.99999987564655,289.9999998766369,0.1,0.0,0.32579123973846436,40.0,0.001,1.0,0.0,ok
9962,-289.9999998766369,289.9999998776193,0.1,0.0,0.32579123973846436,40.0,0.001,1.0,0.0,ok
9963,-289.9999998776193,289.99999987859394,0.1,0.0,0.32579123973846436,40.0,0.001,1.0,0.0,ok
9964,-289.99999987859394,289.9999998795608,0.1,0.0,0.32579123973846436,40.0,0.001,1.0,0.0,ok
9965,-289.9999998795608,289.9999998805199,0.1,0.0,0.32579123973846436,40.0,0.001,1.0,0.0,ok
9966,-289.9999998805199,289.99999988147147,0.1,0.0,0.32579123973846436,40.0,0.001,1.0,0.0,ok
9967,-289.99999988147147,289.99999988241547,0.1,0.0,0.32579123973846436,40.0,0.001,1.0,0.0,ok
9968,-289.99999988241547,289.99999988335185,0.1,0.0,0.32579123973846436,40.0,0.001,1.0,0.0,ok
9969,-289.99999988335185,289.99999988428084,0.1,0.0,0.32579123973846436,40.0,0.001,1.0,0.0,ok
9970,-289.99999988428084,289.9999998852024,0.1,0.0,0.32579123973846436,40.0,0.001,1.0,0.0,ok
9971,-289.9999998852024,289.9999998861166,0.1,0.0,0.32579123973846436,40.0,0.001,1.0,0.0,ok
9972,-289.9999998861166,289.9999998870235,0.1,0.0,0.32579123973846436,40.0,0.001,1.0,0.0,ok
9973,-289.9999998870235,289.9999998879232,0.1,0.0,0.32579123973846436,40.0,0.001,1.0,0.0,ok
9974,-289.9999998879232,289.99999988881575,0.1,0.0,0.32579123973846436,40.0,0.001,1.0,0.0,ok
9975,-289.99999988881575,289.99999988970126,0.1,0.0,0.32579123973846436,40.0,0.001,1.0,0.0,ok
9976,-289.99999988970126,289.9999998905796,0.1,0.0,0.32579123973846436,40.0,0.001,1.0,0.0,ok
9977,-289.9999998905796,289.999999891451,0.1,0.0,0.32579123973846436,40.0,0.001,1.0,0.0,ok
9978,-289.999999891451,289.9999998923155,0.1,0.0,0.32579123973846436,40.0,0.001,1.0,0.0,ok
9979,-289.9999998923155,289.99999989317314,0.1,0.0,0.32579123973846436,40.0,0.001,1.0,0.0,ok
9980,-289.99999989317314,289.99999989402386,0.1,0.0,0.32579123973846436,40.0,0.001,1.0,0.0,ok
9981,-289.99999989402386,289.99999989486787,0.1,0.0,0.32579123973846436,40.0,0.001,1.0,0.0,ok
9982,-289.99999989486787,289.99999989570506,0.1,0.0,0.32579123973846436,40.0,0.001,1.0,0.0,ok
9983,-289.99999989570506,289.99999989653566,0.1,0.0,0.32579123973846436,40.0,0.001,1.0,0.0,ok
9984,-289.99999989653566,289.99999989735966,0.1,0.0,0.32579123973846436,40.0,0.001,1.0,0.0,ok
9985,-289.99999989735966,289.99999989817707,0.1,0.0,0.32579123973846436,40.0,0.001,1.0,0.0,ok
9986,-289.99999989817707,289.999999898988,0.1,0.0,0.32579123973846436,40.0,0.001,1.0,0.0,ok
9987,-289.999999898988,289.99999989979244,0.1,0.0,0.32579123973846436,40.0,0.001,1.0,0.0,ok
9988,-289.99999989979244,289.99999990059047,0.1,0.0,0.32579123973846436,40.0,0.001,1.0,0.0,ok
9989,-289.99999990059047,289.9999999013821,0.1,0.0,0.32579123973846436,40.0,0.001,1.0,0.0,ok
9990,-289.9999999013821,289.9999999021675,0.1,0.0,0.32579123973846436,40.0,0.001,1.0,0.0,ok
9991,-289.9999999021675,289.99999990294657,0.1,0.0,0.32579123973846436,40.0,0.001,1.0,0.0,ok
9992,-289.99999990294657,289.9999999037195,0.1,0.0,0.32579123973846436,40.0,0.001,1.0,0.0,ok
9993,-289.9999999037195,289.99999990448623,0.1,0.0,0.32579123973846436,40.0,0.001,1.0,0.0,ok
9994,-289.99999990448623,289.9999999052469,0.1,0.0,0.32579123973846436,40.0,0.001,1.0,0.0,ok
9995,-289.9999999052469,289.9999999060015,0.1,0.0,0.32579123973846436,40.0,0.001,1.0,0.0,ok
9996,-289.9999999060015,289.9999999067501,0.1,0.0,0.32579123973846436,40.0,0.001,1.0,0.0,ok
9997,-289.9999999067501,289.99999990749274,0.1,0.0,0.32579123973846436,40.0,0.001,1.0,0.0,ok
9998,-289.99999990749274,289.9999999082294,0.1,0.0,0.32579123973846436,40.0,0.001,1.0,0.0,ok
9999,-289.9999999082294,289.99999990896026,0.1,0.0,0.32579123973846436,40.0,0.001,1.0,0.0,ok
10000,-289.99999990896026,289.9999999096853,0.1,0.0,0.32579123973846436,40.0,0.001,1.0,0.0,ok
10001,-289.9999999096853,289.99999991040465,0.1,0.0,0.7815790176391602,40.0,0.001,1.0,0.0,ok
10002,-289.99999991040465,289.99999991111804,0.1,0.0,0.7815790176391602,40.0,0.001,1.0,0.0,ok
10003,-289.99999991111804,289.99999991182585,0.1,0.0,0.7815790176391602,40.0,0.001,1.0,0.0,ok
10004,-289.99999991182585,289.9999999125281,0.1,0.0,0.7815790176391602,40.0,0.001,1.0,0.0,ok
10005,-289.9999999125281,289.99999991322477,0.1,0.0,0.7815790176391602,40.0,0.001,1.0,0.0,ok
10006,-289.99999991322477,289.99999991391576,0.1,0.0,0.7815790176391602,40.0,0.001,1.0,0.0,ok
10007,-289.99999991391576,289.9999999146013,0.1,0.0,0.7815790176391602,40.0,0.001,1.0,0.0,ok
10008,-289.9999999146013,289.9999999152815,0.1,0.0,0.7815790176391602,40.0,0.001,1.0,0.0,ok
10009,-289.9999999152815,289.9999999159561,0.1,0.0,0.7815790176391602,40.0,0.001,1.0,0.0,ok
10010,-289.9999999159561,289.9999999166254,0.1,0.0,0.7815790176391602,40.0,0.001,1.0,0.0,ok
10011,-289.9999999166254,289.9999999172894,0.1,0.0,0.7815790176391602,40.0,0.001,1.0,0.0,ok
10012,-289.9999999172894,289.9999999179481,0.1,0.0,0.7815790176391602,40.0,0.001,1.0,0.0,ok
10013,-289.9999999179481,289.9999999186016,0.1,0.0,0.7815790176391602,40.0,0.001,1.0,0.0,ok
10014,-289.9999999186016,289.99999991924983,0.1,0.0,0.7815790176391602,40.0,0.001,1.0,0.0,ok
10015,-289.99999991924983,289.99999991989284,0.1,0.0,0.7815790176391602,40.0,0.001,1.0,0.0,ok
10016,-289.99999991989284,289.99999992053085,0.1,0.0,0.7815790176391602,40.0,0.001,1.0,0.0,ok
10017,-289.99999992053085,289.9999999211637,0.1,0.0,0.7815790176391602,40.0,0.001,1.0,0.0,ok
10018,-289.9999999211637,289.9999999217915,0.1,0.0,0.7815790176391602,40.0,0.001,1.0,0.0,ok
10019,-289.9999999217915,289.99999992241436,0.1,0.0,0.7815790176391602,40.0,0.001,1.0,0.0,ok
10020,-289.99999992241436,289.9999999230322,0.1,0.0,0.7815790176391602,40.0,0.001,1.0,0.0,ok
10021,-289.9999999230322,289.9999999236452,0.1,0.0,0.7815790176391602,40.0,0.001,1.0,0.0,ok
10022,-289.9999999236452,289.9999999242533,0.1,0.0,0.7815790176391602,40.0,0.001,1.0,0.0,ok
10023,-289.9999999242533,289.9999999248565,0.1,0.0,0.7815790176391602,40.0,0.001,1.0,0.0,ok
10024,-289.9999999248565,289.999999925455,0.1,0.0,0.7815790176391602,40.0,0.001,1.0,0.0,ok
10025,-289.999999925455,289.9999999260486,0.1,0.0,0.7815790176391602,40.0,0.001,1.0,0.0,ok
10026,-289.9999999260486,289.99999992663754,0.1,0.0,0.7815790176391602,40.0,0.001,1.0,0.0,ok
10027,-289.99999992663754,289.9999999272218,0.1,0.0,0.7815790176391602,40.0,0.001,1.0,0.0,ok
10028,-289.9999999272218,289.99999992780135,0.1,0.0,0.7815790176391602,40.0,0.001,1.0,0.0,ok
10029,-289.99999992780135,289.9999999283764,0.1,0.0,0.7815790176391602,40.0,0.001,1.0,0.0,ok
10030,-289.9999999283764,289.99999992894675,0.1,0.0,0.7815790176391602,40.0,0.001,1.0,0.0,ok
10031,-289.99999992894675,289.99999992951257,0.1,0.0,0.7815790176391602,40.0,0.001,1.0,0.0,ok
10032,-289.99999992951257,289.9999999300739,0.1,0.0,0.7815790176391602,40.0,0.001,1.0,0.0,ok
10033,-289.9999999300739,289.9999999306308,0.1,0.0,0.7815790176391602,40.0,0.001,1.0,0.0,ok
10034,-289.9999999306308,289.9999999311832,0.1,0.0,0.7815790176391602,40.0,0.001,1.0,0.0,ok
10035,-289.9999999311832,289.9999999317313,0.1,0.0,0.7815790176391602,40.0,0.001,1.0,0.0,ok
10036,-289.9999999317313,289.99999993227493,0.1,0.0,0.7815790176391602,40.0,0.001,1.0,0.0,ok
10037,-289.99999993227493,289.99999993281426,0.1,0.0,0.7815790176391602,40.0,0.001,1.0,0.0,ok
10038,-289.99999993281426,289.99999993334933,0.1,0.0,0.7815790176391602,40.0,0.001,1.0,0.0,ok
10039,-289.99999993334933,289.9999999338801,0.1,0.0,0.7815790176391602,40.0,0.001,1.0,0.0,ok
10040,-289.9999999338801,289.9999999344067,0.1,0.0,0.7815790176391602,40.0,0.001,1.0,0.0,ok
10041,-289.9999999344067,289.99999993492906,0.1,0.0,0.7815790176391602,40.0,0.001,1.0,0.0,ok
10042,-289.99999993492906,289.99999993544725,0.1,0.0,0.7815790176391602,40.0,0.001,1.0,0.0,ok
10043,-289.99999993544725,289.99999993596134,0.1,0.0,0.7815790176391602,40.0,0.001,1.0,0.0,ok
10044,-289.99999993596134,289.99999993647134,0.1,0.0,0.7815790176391602,40.0,0.001,1.0,0.0,ok
10045,-289.99999993647134,289.99999993697725,0.1,0.0,0.7815790176391602,40.0,0.001,1.0,0.0,ok
10046,-289.99999993697725,289.9999999374792,0.1,0.0,0.7815790176391602,40.0,0.001,1.0,0.0,ok
10047,-289.9999999374792,289.999999937977,0.1,0.0,0.7815790176391602,40.0,0.001,1.0,0.0,ok
10048,-289.999999937977,289.999999938471,0.1,0.0,0.7815790176391602,40.0,0.001,1.0,0.0,ok
10049,-289.999999938471,289.99999993896097,0.1,0.0,0.7815790176391602,40.0,0.001,1.0,0.0,ok
10050,-289.99999993896097,289.9999999394471,0.1,0.0,0.7815790176391602,40.0,0.001,1.0,0.0,ok
10051,-289.9999999394471,289.99999993992935,0.1,0.0,0.7815790176391602,40.0,0.001,1.0,0.0,ok
10052,-289.99999993992935,289.99999994040763,0.1,0.0,0.7815790176391602,40.0,0.001,1.0,0.0,ok
10053,-289.99999994040763,289.9999999408822,0.1,0.0,0.7815790176391602,40.0,0.001,1.0,0.0,ok
10054,-289.9999999408822,289.99999994135294,0.1,0.0,0.7815790176391602,40.0,0.001,1.0,0.0,ok
10055,-289.99999994135294,289.99999994181996,0.1,0.0,0.7815790176391602,40.0,0.001,1.0,0.0,ok
10056,-289.99999994181996,289.99999994228335,0.1,0.0,0.7815790176391602,40.0,0.001,1.0,0.0,ok
10057,-289.99999994228335,289.999999942743,0.1,0.0,0.7815790176391602,40.0,0.001,1.0,0.0,ok
10058,-289.999999942743,289.999999943199,0.1,0.0,0.7815790176391602,40.0,0.001,1.0,0.0,ok
10059,-289.999999943199,289.99999994365135,0.1,0.0,0.7815790176391602,40.0,0.001,1.0,0.0,ok
10060,-289.99999994365135,289.99999994410007,0.1,0.0,0.7815790176391602,40.0,0.001,1.0,0.0,ok
10061,-289.99999994410007,289.9999999445452,0.1,0.0,0.7815790176391602,40.0,0.001,1.0,0.0,ok
10062,-289.9999999445452,289.9999999449868,0.1,0.0,0.7815790176391602,40.0,0.001,1.0,0.0,ok
10063,-289.9999999449868,289.999999945425,0.1,0.0,0.7815790176391602,40.0,0.001,1.0,0.0,ok
10064,-289.999999945425,289.9999999458596,0.1,0.0,0.7815790176391602,40.0,0.001,1.0,0.0,ok
10065,-289.9999999458596,289.9999999462908,0.1,0.0,0.7815790176391602,40.0,0.001,1.0,0.0,ok
10066,-289.9999999462908,289.9999999467185,0.1,0.0,0.7815790176391602,40.0,0.001,1.0,0.0,ok
10067,-289.9999999467185,289.9999999471429,0.1,0.0,0.7815790176391602,40.0,0.001,1.0,0.0,ok
10068,-289.9999999471429,289.99999994756377,0.1,0.0,0.7815790176391602,40.0,0.001,1.0,0.0,ok
10069,-289.99999994756377,289.99999994798134,0.1,0.0,0.7815790176391602,40.0,0.001,1.0,0.0,ok
10070,-289.99999994798134,289.9999999483956,0.1,0.0,0.7815790176391602,40.0,0.001,1.0,0.0,ok
10071,-289.9999999483956,289.9999999488066,0.1,0.0,0.7815790176391602,40.0,0.001,1.0,0.0,ok
10072,-289.9999999488066,289.9999999492143,0.1,0.0,0.7815790176391602,40.0,0.001,1.0,0.0,ok
10073,-289.9999999492143,289.99999994961877,0.1,0.0,0.7815790176391602,40.0,0.001,1.0,0.0,ok
10074,-289.99999994961877,289.99999995002,0.1,0.0,0.7815790176391602,40.0,0.001,1.0,0.0,ok
10075,-289.99999995002,289.9999999504181,0.1,0.0,0.7815790176391602,40.0,0.001,1.0,0.0,ok
10076,-289.9999999504181,289.99999995081293,0.1,0.0,0.7815790176391602,40.0,0.001,1.0,0.0,ok
10077,-289.99999995081293,289.99999995120464,0.1,0.0,0.7815790176391602,40.0,0.001,1.0,0.0,ok
10078,-289.99999995120464,289.9999999515932,0.1,0.0,0.7815790176391602,40.0,0.001,1.0,0.0,ok
10079,-289.9999999515932,289.99999995197874,0.1,0.0,0.7815790176391602,40.0,0.001,1.0,0.0,ok
10080,-289.99999995197874,289.9999999523611,0.1,0.0,0.7815790176391602,40.0,0.001,1.0,0.0,ok
10081,-289.9999999523611,289.9999999527405,0.1,0.0,0.7815790176391602,40.0,0.001,1.0,0.0,ok
10082,-289.9999999527405,289.9999999531169,0.1,0.0,0.7815790176391602,40.0,0.001,1.0,0.0,ok
10083,-289.9999999531169,289.99999995349026,0.1,0.0,0.7815790176391602,40.0,0.001,1.0,0.0,ok
10084,-289.99999995349026,289.99999995386065,0.1,0.0,0.7815790176391602,40.0,0.001,1.0,0.0,ok
10085,-289.99999995386065,289.9999999542281,0.1,0.0,0.7815790176391602,40.0,0.001,1.0,0.0,ok
10086,-289.9999999542281,289.9999999545926,0.1,0.0,0.7815790176391602,40.0,0.001,1.0,0.0,ok
10087,-289.9999999545926,289.9999999549543,0.1,0.0,0.7815790176391602,40.0,0.001,1.0,0.0,ok
10088,-289.9999999549543,289.999999955313,0.1,0.0,0.7815790176391602,40.0,0.001,1.0,0.0,ok
10089,-289.999999955313,289.99999995566884,0.1,0.0,0.7815790176391602,40.0,0.001,1.0,0.0,ok
10090,-289.99999995566884,289.99999995602184,0.1,0.0,0.7815790176391602,40.0,0.001,1.0,0.0,ok
10091,-289.99999995602184,289.99999995637205,0.1,0.0,0.7815790176391602,40.0,0.001,1.0,0.0,ok
10092,-289.99999995637205,289.99999995671953,0.1,0.0,0.7815790176391602,40.0,0.001,1.0,0.0,ok
10093,-289.99999995671953,289.9999999570642,0.1,0.0,0.7815790176391602,40.0,0.001,1.0,0.0,ok
10094,-289.9999999570642,289.9999999574061,0.1,0.0,0.7815790176391602,40.0,0.001,1.0,0.0,ok
10095,-289.9999999574061,289.99999995774533,0.1,0.0,0.7815790176391602,40.0,0.001,1.0,0.0,ok
10096,-289.99999995774533,289.99999995808184,0.1,0.0,0.7815790176391602,40.0,0.001,1.0,0.0,ok
10097,-289.99999995808184,289.99999995841563,0.1,0.0,0.7815790176391602,40.0,0.001,1.0,0.0,ok
10098,-289.99999995841563,289.9999999587468,0.1,0.0,0.7815790176391602,40.0,0.001,1.0,0.0,ok
10099,-289.9999999587468,289.99999995907535,0.1,0.0,0.7815790176391602,40.0,0.001,1.0,0.0,ok
10100,-289.99999995907535,289.9999999594013,0.1,0.0,0.7815790176391602,40.0,0.001,1.0,0.0,ok
10101,-289.9999999594013,289.9999999597246,0.1,0.0,1.6817259788513184,40.0,0.001,1.0,0.0,ok
10102,-289.9999999597246,289.99999996004533,0.1,0.0,1.6817259788513184,40.0,0.001,1.0,0.0,ok
10103,-289.99999996004533,289.99999996036354,0.1,0.0,1.6817259788513184,40.0,0.001,1.0,0.0,ok
10104,-289.99999996036354,289.99999996067913,0.1,0.0,1.6817259788513184,40.0,0.001,1.0,0.0,ok
